date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
1993-12-28,sh.000001,851.3800,854.6500,836.1700,839.5700,143802500,1933943936.0000,3,0.030479,1,-0.039292,0.000000,0.000000,0.000000,0.000000,0
1993-12-29,sh.000001,839.5600,839.5600,820.0600,821.1600,93701200,1155119616.0000,3,0.019860,1,-2.192793,0.000000,0.000000,0.000000,0.000000,0
1993-12-30,sh.000001,819.1400,835.2100,816.3600,826.2300,73974700,802905984.0000,3,0.015679,1,0.617420,0.000000,0.000000,0.000000,0.000000,0
1993-12-31,sh.000001,829.1600,834.8600,825.4600,833.8000,69706300,687526720.0000,3,0.014539,1,0.916211,0.000000,0.000000,0.000000,0.000000,0
1994-01-03,sh.000001,837.7000,840.6500,831.6600,833.9000,101005600,1040770816.0000,3,0.020017,1,0.011998,0.000000,0.000000,0.000000,0.000000,0
1994-01-04,sh.000001,835.9700,836.9700,829.8900,832.6900,65274300,685044160.0000,3,0.012936,1,-0.145104,0.000000,0.000000,0.000000,0.000000,0
1994-01-05,sh.000001,829.3000,847.0500,823.1000,846.9800,89412000,967102976.0000,3,0.017580,1,1.716122,0.000000,0.000000,0.000000,0.000000,0
1994-01-06,sh.000001,850.7800,869.3300,850.7800,869.3300,184511600,1949735680.0000,3,0.032591,1,2.638792,0.000000,0.000000,0.000000,0.000000,0
1994-01-07,sh.000001,875.1800,883.9900,873.0100,879.6400,168688400,1737614208.0000,3,0.029796,1,1.185970,0.000000,0.000000,0.000000,0.000000,0
1994-01-10,sh.000001,891.9900,900.3000,889.7300,900.3000,187595100,1862659968.0000,3,0.033120,1,2.348685,0.000000,0.000000,0.000000,0.000000,0
1994-01-11,sh.000001,903.5400,907.0900,884.0000,891.7900,136850000,1566664192.0000,3,0.024161,1,-0.945242,0.000000,0.000000,0.000000,0.000000,0
1994-01-12,sh.000001,891.8300,900.2300,885.8800,888.0400,127429900,1275418368.0000,3,0.022498,1,-0.420503,0.000000,0.000000,0.000000,0.000000,0
1994-01-13,sh.000001,889.0200,899.1400,888.8000,897.4600,80792000,1360388992.0000,3,0.014264,1,1.060768,0.000000,0.000000,0.000000,0.000000,0
1994-01-14,sh.000001,900.1300,900.9900,842.6200,849.2300,242925400,2485634560.0000,3,0.041840,1,-5.374060,0.000000,0.000000,0.000000,0.000000,0
1994-01-17,sh.000001,861.3400,868.8800,856.5000,859.2800,108350000,1018437184.0000,3,0.018562,1,1.183431,0.000000,0.000000,0.000000,0.000000,0
1994-01-18,sh.000001,859.3000,859.3000,826.0100,835.0600,95269400,1120853376.0000,3,0.016114,1,-2.818642,0.000000,0.000000,0.000000,0.000000,0
1994-01-19,sh.000001,835.0800,835.0800,794.1700,807.5000,96166000,877192960.0000,3,0.016265,1,-3.300361,0.000000,0.000000,0.000000,0.000000,0
1994-01-20,sh.000001,791.0000,804.2500,777.8300,802.6100,89765000,778183296.0000,3,0.015183,1,-0.605575,0.000000,0.000000,0.000000,0.000000,0
1994-01-21,sh.000001,800.5500,815.7500,794.9700,812.8800,83184300,649490880.0000,3,0.014070,1,1.279578,0.000000,0.000000,0.000000,0.000000,0
1994-01-24,sh.000001,830.1600,839.2000,824.4200,839.2000,125290700,864688640.0000,3,0.021084,1,3.237871,0.000000,0.000000,0.000000,0.000000,0
1994-01-25,sh.000001,838.0600,842.0400,815.2300,815.8900,139728600,827019840.0000,3,0.023514,1,-2.777645,0.000000,0.000000,0.000000,0.000000,0
1994-01-26,sh.000001,828.3400,828.4000,810.3200,812.4100,85449200,658691200.0000,3,0.014380,1,-0.426533,0.000000,0.000000,0.000000,0.000000,0
1994-01-27,sh.000001,813.5400,819.7900,813.5400,818.6000,38743700,306905600.0000,3,0.006520,1,0.761931,0.000000,0.000000,0.000000,0.000000,0
1994-01-28,sh.000001,818.3200,818.3400,795.0700,799.2600,96816300,889295744.0000,3,0.015833,1,-2.362566,0.000000,0.000000,0.000000,0.000000,0
1994-01-31,sh.000001,781.5400,781.7400,760.7800,770.2500,81296000,675073536.0000,3,0.012865,1,-3.629608,0.000000,0.000000,0.000000,0.000000,0
1994-02-01,sh.000001,770.2500,770.2800,750.6100,755.1500,49170200,405089888.0000,3,0.007781,1,-1.960399,0.000000,0.000000,0.000000,0.000000,0
1994-02-02,sh.000001,753.1000,772.2000,753.1000,772.2000,58287900,458798592.0000,3,0.009224,1,2.257828,0.000000,0.000000,0.000000,0.000000,0
1994-02-03,sh.000001,775.2000,792.5200,775.2000,780.1700,106685200,906536960.0000,3,0.016882,1,1.032112,0.000000,0.000000,0.000000,0.000000,0
1994-02-04,sh.000001,784.0600,797.8800,782.3400,797.8600,141953700,1468387200.0000,3,0.022169,1,2.267455,0.000000,0.000000,0.000000,0.000000,0
1994-02-14,sh.000001,813.9500,818.5700,779.0900,779.9100,114907800,1188247424.0000,3,0.017854,1,-2.249770,0.000000,0.000000,0.000000,0.000000,0
1994-02-15,sh.000001,775.8500,777.4200,761.6400,772.7600,64344100,582717568.0000,3,0.009998,1,-0.916768,0.000000,0.000000,0.000000,0.000000,0
1994-02-16,sh.000001,775.1400,779.2500,773.1300,776.1000,53894500,425472672.0000,3,0.008374,1,0.432213,0.000000,0.000000,0.000000,0.000000,0
1994-02-17,sh.000001,773.6700,774.4800,763.8100,768.5700,51481800,327914432.0000,3,0.007999,1,-0.970232,0.000000,0.000000,0.000000,0.000000,0
1994-02-18,sh.000001,768.1300,771.8000,771.8000,769.1800,49271200,360086464.0000,3,0.007656,1,0.079366,0.000000,0.000000,0.000000,0.000000,0
1994-02-21,sh.000001,769.9400,769.9400,752.6200,754.4100,44985500,374333312.0000,3,0.006971,1,-1.920229,0.000000,0.000000,0.000000,0.000000,0
1994-02-22,sh.000001,751.6800,772.8200,749.7400,768.1700,64710300,646343232.0000,3,0.010028,1,1.823943,0.000000,0.000000,0.000000,0.000000,0
1994-02-23,sh.000001,768.5200,769.9600,757.2400,759.7100,40209600,386183520.0000,3,0.006231,1,-1.101314,0.000000,0.000000,0.000000,0.000000,0
1994-02-24,sh.000001,761.4100,761.4100,749.6300,758.8400,147241700,1571171072.0000,3,0.022210,1,-0.114517,0.000000,0.000000,0.000000,0.000000,0
1994-02-25,sh.000001,767.5700,787.6700,765.4500,787.4200,234751600,2715415552.0000,3,0.035410,1,3.766269,0.000000,0.000000,0.000000,0.000000,0
1994-02-28,sh.000001,785.8200,795.2000,770.9800,770.9800,285003300,3629448192.0000,3,0.042983,1,-2.087831,0.000000,0.000000,0.000000,0.000000,0
1994-03-01,sh.000001,771.5200,775.6800,756.6300,757.2900,122736700,1410783232.0000,3,0.018510,1,-1.775662,0.000000,0.000000,0.000000,0.000000,0
1994-03-02,sh.000001,755.5300,760.4400,740.6300,742.0600,129117800,1430258688.0000,3,0.019473,1,-2.011116,0.000000,0.000000,0.000000,0.000000,0
1994-03-03,sh.000001,739.3900,745.7100,727.9900,734.4500,100225800,1109703424.0000,3,0.015116,1,-1.025522,0.000000,0.000000,0.000000,0.000000,0
1994-03-04,sh.000001,729.1400,735.9700,724.3300,726.3000,113528400,1234562816.0000,3,0.017122,1,-1.109677,0.000000,0.000000,0.000000,0.000000,0
1994-03-07,sh.000001,718.3500,718.7900,714.0500,718.4000,30782400,331715040.0000,3,0.004631,1,-1.087700,0.000000,0.000000,0.000000,0.000000,0
1994-03-08,sh.000001,721.6500,728.7600,705.6500,711.2700,171244800,1932770176.0000,3,0.025762,1,-0.992484,0.000000,0.000000,0.000000,0.000000,0
1994-03-09,sh.000001,715.8700,722.0400,710.0000,716.1100,269506500,3331625216.0000,3,0.040544,1,0.680468,0.000000,0.000000,0.000000,0.000000,0
1994-03-10,sh.000001,717.7200,741.4400,694.0300,698.8900,294027900,3936808960.0000,3,0.044233,1,-2.404655,0.000000,0.000000,0.000000,0.000000,0
1994-03-11,sh.000001,700.3200,717.9500,694.3200,717.3800,316906900,4156408064.0000,3,0.046776,1,2.645622,0.000000,0.000000,0.000000,0.000000,0
1994-03-14,sh.000001,774.7700,788.4200,751.2000,788.4200,482718100,5299553792.0000,3,0.070254,1,9.902699,0.000000,0.000000,0.000000,0.000000,0
